,0
51225,DebtInstrumentIncreaseDecreaseForPeriodNet
51235,EquityMethodInvestmentQuotedMarketValue
51249,JuniorSubordinatedLongTermNotes
51267,ShortTermNonBankLoansAndNotesPayable
51286,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued
51290,DueToOfficersOrStockholdersNoncurrent
51399,PaymentsToAcquireFurnitureAndFixtures
51401,PaymentsToAcquireOilAndGasPropertyAndEquipment
51487,CostsIncurredAssetRetirementObligationIncurred
51500,DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts
51501,DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureIncomeTaxExpense
51503,DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts
51531,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax
51585,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome
51596,ProvedDevelopedAndUndevelopedReservesNet
51597,ProvedDevelopedReservesVolume
51598,ProvedUndevelopedReserveVolume
51601,ResultsOfOperationsSalesRevenueToUnaffiliatedEnterprises
51619,DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax
51632,IncreaseDecreaseInOtherDeposits
51655,ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions
51656,ProvedDevelopedAndUndevelopedReservesProduction
51657,ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace
51658,ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease
51659,ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace
51662,RatioOfIndebtednessToNetCapital
51664,ResultsOfOperationsExpenseOther
51682,CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative
51737,RatioOfIndebtednessToNetCapital1
51743,UnamortizedCostsCapitalizedLessRelatedDeferredIncomeTaxesExceedCeilingLimitationExpense
51745,CapitalizedCostsMineralInterestsInUnprovedProperties
51750,DevelopmentCostsCumulative
51751,DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent
51758,ExplorationCostsCumulative
51762,OilAndGasPropertyFullCostMethodDepletion
51763,OilAndGasPropertyFullCostMethodGross
51819,ProceedsFromSaleOfOtherAssetsInvestingActivities
51828,DueFromCorrespondentBrokers
51845,TradingSecuritiesEquity
51854,SalesCommissionsAndFees
51859,BusinessAcquisitionPreacquisitionContingencyAmount
52027,SpecialAssessmentBondNoncurrent
52042,AlternativeInvestmentsFairValueDisclosure
52098,PostemploymentBenefitsLiabilityNoncurrent
52106,RecordedThirdPartyEnvironmentalRecoveriesReceivable
52153,MultiemployerPlansPlanContributions
52180,MultiemployerPlansWithdrawalObligation
52191,CapitalExpenditureDiscontinuedOperations
52206,OtherComprehensiveIncomeLossBeforeReclassificationsTax
52232,AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease
52238,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments
52321,WeightedAverageCostInventoryAmount
52325,DefinedBenefitPlanCostOfProvidingSpecialOrContractualTerminationBenefitRecognizedDuringPeriod
52365,DeferredFinanceCostAmortizationExpense
52423,ReorganizationItems
52438,AdvancesFairValueDisclosure
52486,IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption
52497,LoansAndLeasesReceivableCollateralForSecuredBorrowings
52500,MediumTermNotes
52507,OtherInventoryWarehouse
52547,DividendsPaidinkind
52638,DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent
52667,DerivativeInstrumentsAndHedgesLiabilities
52677,PaymentsForBrokerageFees
52688,AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther
52691,CostDepreciationAmortizationAndDepletion
52693,DeferredRevenueLeasesNet
52728,SignificantSupplyCommitmentRemainingMinimumAmountCommitted
52737,DebtInstrumentUnamortizedPremiumCurrent
52758,StockIssuedDuringPeriodSharesStockSplits
52760,UtilitiesOperatingExpenseImpairments
52798,FeesAndCommissionsCreditCards
52806,InsuranceCommissions
52858,LongDurationContractsAssumptionsByProductAndGuaranteeVolatilityRate
52865,PaymentsToEmployees
52866,PreferredStockAdditionalSeriesParOrStatedValuePerShare
52867,PreferredStockAdditionalSeriesSharesAuthorized
52868,PrincipalAmountOutstandingOnLoansSecuritized
52886,DebtDefaultShorttermDebtAmount
52896,InterestAndFeeIncomeLoansTradeFinancing
52903,SaleLeasebackTransactionMonthlyRentalPayments
52916,LeaseConcessions
52926,RevenuesNetOfInterestExpense
52933,BusinessCombinationContingentConsiderationAsset
52996,DistributionsPerGeneralPartnershipUnitOutstanding
53020,GeneralPartnerDistributions
53031,CostsOfRealEstateServicesAndLandSales
53044,InterestAndFeeIncomeLoansConsumerInstallmentAutomobilesMarineAndOtherVehicles
53046,MortgageLoansOnRealEstateNumberOfLoans
53051,SalesOfRealEstate
53133,CreditAndDebitCardReceivablesAtCarryingValue
53152,LongLivedAssetsToBeAbandonedCarryingValueOfAsset
53278,RecordedUnconditionalPurchaseObligationDueInThirdYear
53304,FairValueInputsEarningsBeforeInterestTaxesDepreciationAndAmortizationMultiple
53308,RecordedUnconditionalPurchaseObligationDueInFifthYear
53309,RecordedUnconditionalPurchaseObligationDueInFourthYear
53372,DueFromOtherRelatedPartiesCurrent
53682,ReductionOfShortTermCapitalLeaseObligations
53801,BusinessAcquisitionPurchasePriceAllocationCapitalLeaseObligationAccrual
53828,HealthCareOrganizationRevenue
53859,NotesIssued
53860,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease
53946,IncomeTaxExaminationInterestExpense
53956,LitigationSettlementGross
53965,OperatingLeasesIncomeStatementSubleaseRevenue
54071,FixturesAndEquipmentGross
54072,IncomeTaxExaminationInterestAccrued
54082,LoansPayableToBank
54097,ReinsuranceReceivablesPaidLossesRecoverable
54102,TemporaryEquityLiquidationPreferencePerShare
54185,ConstructionPayableCurrentAndNoncurrent
54230,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities
54237,HealthCareOrganizationPatientServiceRevenueProvisionforBadDebts
54238,HealthCareOrganizationRevenueNetOfPatientServiceRevenueProvisions
54242,LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseBusinessAcquisitions
54243,LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1
54244,LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1
54252,SupplementalInformationForPropertyCasualtyInsuranceUnderwritersCurrentYearClaimsAndClaimsAdjustmentExpense
54253,SupplementalInformationForPropertyCasualtyInsuranceUnderwritersPriorYearClaimsAndClaimsAdjustmentExpense
54879,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain
54926,CostOfServicesOverhead
54972,DeferredCostsCreditCardOriginationCostsAmount
54986,OtherAdjustmentsToIncomeDiscontinuedOperations
55143,RepaymentsOfAdvancesForConstruction
55201,ImpairmentOfOngoingProject
55204,LongTermLoansFromBank
55208,PublicUtilitiesPropertyPlantAndEquipmentLand
55228,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets
55306,FiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments
55341,CostOfServicesLicensesAndMaintenanceAgreements
55374,FlightEquipmentGross
55377,GainLossOnSaleOfTimberProperty
55411,AmortizationOfRateDeferral
55417,CommonUnitAuthorized
55419,ConvertiblePreferredStockSharesReservedForFutureIssuance
55420,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpensePeriodIncreaseDecrease
55431,PledgedAssetsNotSeparatelyReportedOtherFinancialInstruments
55483,IncreaseDecreaseInDueToOfficersAndStockholdersCurrent
55723,CostOfDomesticRegulatedElectric
55729,ElectricDomesticRegulatedRevenue
55770,UtilitiesOperatingExpenseMaintenanceOperationsAndOtherCostsAndExpenses
55784,CommonStockholdersEquity
55794,DerivativeInstrumentsAndHedges
55796,DerivativeInstrumentsAndHedgesNoncurrent
55858,FairValueHedgesAtFairValueNet
55889,RemainingAmountsOfRegulatoryAssetsForWhichNoReturnOnInvestmentDuringRecoveryPeriodIsProvided
55954,AccountsPayableFairValueDisclosure
55962,GainLossOnSaleOfTrustAssetsToPayExpenses
55964,InvestmentInPhysicalCommoditiesFairValueDisclosure
55967,InvestmentOwnedPercentOfNetAssets
55971,NonInvestmentAssetsLessNonInvestmentLiabilitiesPercentOfNetAssets
55976,ProceedsFromSaleOfTrustAssetsToPayExpenses
55980,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease
56120,BusinessCombinationContingentConsiderationAssetNoncurrent
56123,CustodyFees
56134,GainLossOnSaleOfPreviouslyUnissuedStockBySubsidiaryOrEquityInvesteeNonoperatingIncome
56137,IncreaseDecreaseInPrepaidSupplies
56497,WeightedAverageBasicSharesOutstandingProForma
56510,DerivativeForwardExchangeRate1
56521,IncomeTaxHolidayIncomeTaxBenefitsPerShare
56569,LicenseAndMaintenanceRevenue
56740,UnrecognizedTaxBenefitsDecreasesResultingFromAcquisition
56905,OtherInventoryDemo
56946,PercentageOfFIFOInventory
57225,AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates
57226,AccrualForEnvironmentalLossContingenciesPayments
57246,DiscontinuedOperationTaxEffectOfAdjustmentToPriorPeriodGainLossOnDisposal
57256,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepletion
57260,EnvironmentalCostRecognizedCapitalizedInPeriod
57261,EnvironmentalCostRecognizedRecoveryCreditedToExpense
57276,OtherNonrecurringExpense
57293,AccrualForEnvironmentalLossContingenciesProvisionForNewLosses
57331,EnvironmentalCostsRecognizedRecoveryCreditedToExpense
57339,InventoryFinishedGoodsAndWorkInProcessNetOfReserves
57369,RecordedThirdPartyEnvironmentalRecoveriesCurrent
57370,RecordedThirdPartyEnvironmentalRecoveriesNoncurrent
57522,AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses
57523,AccrualForEnvironmentalLossContingenciesForeignCurrencyTranslationGainLoss
57524,AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation
57525,AccrualForEnvironmentalLossContingenciesPayments1
57527,AllowanceForNotesAndLoansReceivableNoncurrent
57546,EnvironmentalExitCostsReasonablyPossibleAdditionalLossesBestEstimate
57580,ContractWithCustomerRightToRecoverProductCurrent
57603,ContractWithCustomerRefundLiabilityNoncurrent
57664,RestructuringAndRelatedCostExpectedCostRemaining1
57683,AdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations
57691,CommonStockOtherSharesOutstanding
57742,OtherTaxCarryforwardDeferredTaxAsset
57754,AccruedProfessionalFeesCurrentAndNoncurrent
57820,CostOfOtherManufacturedProducts
57948,PropertyPlantAndEquipmentTransfersAndChanges
58043,CostMethodInvestmentsRealizedLosses
58080,LossContingencyAccrualCarryingValuePayments
58097,PremiumsAndOtherReceivablesNet
58098,PremiumsReceivableGross
58104,ReserveForLossesAndLossAdjustmentExpenses
58195,LossContingencyClaimsSettledAndDismissedNumber
58199,NoncontrollingInterestInNetIncomeLossOtherNoncontrollingInterestsRedeemable
58230,StateInsuranceDepartmentStatutoryToNAICAmountOfReconcilingItem
58250,StatutoryAccountingPracticesStatutoryCapitalAndSurplusRequired
58308,IncomeTaxEffectsAllocatedDirectlyToEquityCumulativeEffectOfChangeInAccountingPrinciple
58455,NonInvestmentAssetsLessNonInvestmentLiabilities
58469,InvestmentCompanyExpenseRatioExcludingIncentiveFee
58470,InvestmentCompanyExpenseRatioIncludingIncentiveFee
58471,InvestmentCompanyGainLossOnInvestmentPerShare
58472,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare
58473,InvestmentCompanyInvestmentIncomeLossPerShare
58474,InvestmentCompanyInvestmentIncomeLossRatio
58475,InvestmentCompanyTotalReturn
58476,InvestmentInPhysicalCommodities
58480,InvestmentOwnedBalanceOtherMeasure
58489,OrderFlowFees
58491,OtherDeferredCostsGross
58494,SaleOfTrustAssetsToPayExpenses
58542,CostOfPropertyRepairsAndMaintenance
58560,IncreaseDecreaseInPostemploymentObligations
58580,ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross
58828,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability
58909,ForeignCurrencyCashFlowHedgeAssetAtFairValue
58910,ForeignCurrencyCashFlowHedgeLiabilityAtFairValue
59087,RetainedInterestFairValueDisclosure
59088,SegmentReportingInformationIntersegmentRevenue
59089,SegmentReportingInformationOperatingIncomeLoss
59137,DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld
59158,FairValueAssetsMeasuredOnRecurringBasisRetainedInterest
59183,NotionalAmountOfForeignCurrencyDerivativePurchaseContracts
59184,NotionalAmountOfForeignCurrencyDerivativeSaleContracts
59192,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease
59205,OtherInventoryCapitalizedCosts
59213,SegmentReportingSegmentAssets
59215,SiteContingencyAccrualDiscountRate
59216,SiteContingencyAccrualPresentValue
59217,SiteContingencyAccrualUndiscountedAmount
59224,AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear
59225,AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear
59226,AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear
59227,AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear
59228,AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear
59229,AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear
59241,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition
59243,GuaranteesFairValueDisclosure
59332,AccrualForEnvironmentalLossContingenciesDiscountRate
59333,AccrualForEnvironmentalLossContingenciesGross
59335,ContractReceivableRetainageDueOneYearOrLess
59394,RedeemableNoncontrollingInterestEquityRedemptionValue
59433,GovernmentContractReceivableProgessPaymentsOffset
59455,IncomeTaxExaminationEstimateOfPossibleLoss
59511,ContractWithCustomerRefundLiabilityCurrent
59520,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization
59670,LimitedLiabilityCompanyLLCMembersEquityUnitBasedCompensation
59714,NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic
59735,LimitedPartnersCapitalAccountUnitsAuthorized
59773,IncreaseDecreaseInInterestAndDividendsReceivable
59847,DefinedBenefitPlanAmortizationOfNetTransitionAssetObligation
59871,FinancingReceivableAllowanceForCreditLossesProvisions
59872,FinancingReceivableAllowanceForCreditLossesRecoveries
59908,OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeTax
59967,DefinedBenefitPlanOtherPlanAssets
59986,LoansAndLeasesReceivableConsumerConstruction
59987,LoansAndLeasesReceivableConsumerMortgage
59988,LoansAndLeasesReceivableConsumerRevolvingCreditCard
59994,NotionalAmountOfInterestRateFairValueHedgeDerivatives
60011,OtherDerivativesNotDesignatedAsHedgingInstrumentsAssetsAtFairValue
60014,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToParentAvailableforsaleSecurities
60053,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetHeldForSale
60055,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsMarketableSecurities
60060,BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilities
60089,DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther
60099,FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment
60141,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationBeforeTax
60142,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationTax
60191,HeldToMaturitySecuritiesGrossGainsDerivatives
60192,HeldToMaturitySecuritiesGrossLossesDerivatives
60232,LoansAndLeasesReceivableConsumerOther
60237,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect
60240,OtherThanTemporaryImpairmentLossesInvestmentsReclassificationAdjustmentOfNoncreditPortionIncludedInNetIncomeAvailabeforsaleSecuritiesBeforeTax
60256,FederalHomeLoanBankAdvances
60286,FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRate
60293,DebtSecuritiesHeldToMaturityDerivativeCumulativeGain
60294,DebtSecuritiesHeldToMaturityDerivativeCumulativeLoss
60300,FairValueOptionAggregateDifferencesLoansAndLongTermReceivables
60314,DebtSecuritiesHeldToMaturityTransferAmount
60329,FinancingReceivableChangeInMethodCreditLossExpenseReversal
60330,FinancingReceivablePurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate
60341,OwnshareLendingArrangementCounterpartyDefaultPeriodOfDefaultExpense
60351,FinancingReceivableAccruedInterestAfterAllowanceForCreditLoss
60369,DebtSecuritiesAvailableForSaleAmortizedCostAfterAllowanceForCreditLoss
60383,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsPeriodIncreaseDecrease
60384,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsProvisionsRecoveries
60469,ExciseTaxesCollected
60494,RetailRevenue
60605,LineOfCreditFacilityDecreaseForgiveness1
60719,DepreciationPremisesAndEquipment
60722,EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanAmount
60723,EmployeeStockOwnershipPlanESOPDebtStructureEmployerLoanGuarantee
60724,EmployeeStockOwnershipPlanESOPSharesContributedToESOP
60745,InterestAndFeeIncomeLoansConsumer
60746,InterestAndFeeIncomeLoansConsumerRealEstate
60753,InterestIncomeSecuritiesPurchasedUnderAgreementsToResell
60787,ProceedsFromPaymentsForSecuritiesPurchasedUnderAgreementsToResell
60790,ProceedsFromSaleOfLoansHeldForInvestment
60836,EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanEmployerCashPaymentsUsedForDebtService
60861,LoansAndLeasesReceivableConsumer
60863,LoansAndLeasesReceivableGainLossOnSalesNet
60864,LoansAndLeasesReceivableImpairedAverageInvestment
60865,LoansAndLeasesReceivableImpairedInterestIncomeCashBasisMethod
60866,LoansAndLeasesReceivableImpairedInterestIncomeRecognized
60868,LoansAndLeasesReceivableImpairedNonperformingOver90DaysAccrualOfInterest
60874,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired
60883,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsArisingDuringPeriodTax
60892,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax
60893,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostNetOfTax
60897,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlantNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax
60909,RepurchaseAgreementsInterestExpenseAmount
60913,SecuritiesHeldAsCollateralAtFairValue
60916,SegmentReportingInformationAverageAssets
60917,SegmentReportingInformationIncomeLossBeforeIncomeTaxes
60918,SegmentReportingInformationIncomeTaxExpenseBenefit
60919,SegmentReportingInformationInterestIncomeExpenseNet
60920,SegmentReportingInformationNoninterestExpense
60921,SegmentReportingInformationNoninterestIncome
60923,SegmentReportingInformationProvisionForCreditLosses
60965,CollateralHeldOnReverseRepurchaseAgreementsSegregatedUnderOtherRegulations
60982,DepositLiabilitiesReclassifiedAsLoansReceivable
61008,InterestAndFeeIncomeLoansHeldForSaleMortgages
61015,LoansAndLeasesReceivableImpairedAllowanceForLoanLosses
61016,LoansAndLeasesReceivableImpairedAtCarryingValue
61017,LoansAndLeasesReceivableImpairedTroubledDebtRestructuringAmount
61019,LoansReceivableCommercialAndIndustrial
61045,TradingSecuritiesCurrent
61090,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax
61112,EmployeeStockOwnershipPlanESOPDeferredSharesFairValue
61114,EmployeeStockOwnershipPlanESOPNumberOfSuspenseShares
61116,FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResellPledgedAsCollateral
61133,FiniteLivedIntangibleAssetsWeightedAverageUsefulLife
61148,InvestmentOwnedRestrictedCost
61149,LoansAndLeasesReceivableCommercialNetOfDeferredIncome
61150,LoansAndLeasesReceivableConsumerNetOfDeferredIncome
61176,OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax
61177,OtherPostretirementBenefitsPayableCurrentAndNoncurrent
61208,AdditionalCollateralAggregateFairValue
61255,FinancingReceivableModificationsPostModificationRecordedInvestment
61256,FinancingReceivableModificationsPreModificationRecordedInvestment
61265,HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments
61293,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationNetOfTax
61302,RiskWeightedAssets
61327,EmployeeStockOwnershipPlanESOPDividendsPaidToESOP
61352,OtherForeclosedAssets
61377,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed
61378,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross
61379,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability
61380,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
61382,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned
61383,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset
61384,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross
61385,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection
61386,FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged
61406,SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimSecurities
61416,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedAmountOffsetAgainstCollateral
61417,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities
61418,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedNotOffsetPolicyElectionDeduction
61432,SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateral
61433,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnSecurities
61434,SecuritiesPurchasedUnderAgreementsToResellGross
61435,SecuritiesPurchasedUnderAgreementsToResellLiability
61436,SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction
61437,SecuritiesSoldUnderAgreementsToRepurchaseAmountOffsetAgainstCollateral
61444,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateral
61445,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities
61446,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction
61453,PaymentsForProceedsFromFederalReserveBankStock
61460,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldPeriodIncreaseDecrease
61467,DebtSecuritiesTradingRealizedLoss
61488,AociTaxAttributableToParent
61491,DefinedBenefitPlanHealthCareCostTrendRateAssumedNextFiscalYear
61506,InterestAndFeeIncomeLoansCommercialIndustrialAndAgriculturalLoans
61507,InterestAndFeeIncomeLoansConsumerHomeEquity
61508,InterestAndFeeIncomeLoansLeaseFinancing
61514,PaymentsForProceedsFromOtherLoansAndLeases
61515,PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesAvailableForSaleOrHeldForInvestment
61516,PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesHeldToMaturity
61520,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityProvisionalIncomeTaxBenefit
61529,DebtSecuritiesAvailableForSaleMaturityAfter10YearsWeightedAverageYield
61530,DebtSecuritiesAvailableForSaleMaturityAfterFiveThroughTenYearsWeightedAverageYield
61531,DebtSecuritiesAvailableForSaleMaturityAfterOneThroughFiveYearsWeightedAverageYield
61532,DebtSecuritiesAvailableForSaleMaturityWithinOneYearWeightedAverageYield
61537,DebtSecuritiesHeldToMaturityMaturityAfter10YearsWeightedAverageYield
61538,DebtSecuritiesHeldToMaturityMaturityAfterFiveThroughTenYearsWeightedAverageYield
61539,DebtSecuritiesHeldToMaturityMaturityAfterOneThroughFiveYearsWeightedAverageYield
61540,DebtSecuritiesHeldToMaturityMaturityWithinOneYearWeightedAverageYield
61556,FinancingReceivableAllowanceForCreditLossWriteoffAfterRecovery
61560,InterestAndFeeIncomeLoansOtherConsumer
61562,OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal
61574,DebtSecuritiesHeldToMaturityAllowanceForCreditLossExcludingAccruedInterest
61575,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement
61576,DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement
61577,DirectFinancingLeaseLeaseReceivable
61592,FinancingReceivableDeferredIncome
61604,NetInvestmentInLease
61622,SalesTypeAndDirectFinancingLeasesProfitLoss
61628,DebtSecuritiesAvailableForSaleAmortizedCostAllowanceForCreditLossExcludingAccruedInterest
61631,DebtSecuritiesHeldToMaturityExcludingAccruedInterestBeforeAllowanceForCreditLoss
61632,DebtSecuritiesHeldToMaturityNonaccrual
61637,FinancingReceivableRevolvingConvertedToTermLoanDuringPeriod
61694,AmortizationAndDepreciationOfDecontaminatingAndDecommissioningAssets
61730,DebtorReorganizationItemsOtherExpenseIncome
61779,NetCapital
61807,IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories
61826,FinanceLeaseImpairmentLoss
61836,InterestExpenseTradingLiabilities
61898,FiniteLivedTrademarksGross
61931,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings
61960,PublicUtilitiesPropertyPlantAndEquipmentEquipment
62113,PreferredStockIncludingAdditionalPaidInCapitalNetOfDiscount
62141,AgriculturalRelatedInventoryPlantMaterial
62458,LossOnCashFlowHedgeIneffectiveness
62461,SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest
62497,PartnersCapitalAdjustedBalance1
62553,ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesRepurchaseOfSharesBySubsidiary
62713,CashFlowHedgeDerivativeInstrumentAssetsAtFairValue
62714,CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue
62716,ConversionOfStockSharesConverted
62738,ForeignCurrencyCashFlowHedgeDerivativeAtFairValueNet
62849,UnrealizedGainOnForeignCurrencyDerivativesBeforeTax
62859,BusinessAcquisitionRevenueReportedByAcquiredEntityForLastAnnualPeriod
62885,FiniteLivedIntangibleAssetsTranslationAdjustments
62937,DefinedBenefitPlanTargetPlanAssetAllocationsRangeMinimum
63346,DeferredCompensationCashBasedArrangementsLiabilityCurrent
